_id,type,date,duration,status,transcription_user,transcription_started_on,transcription_ended_on,translation_user,translation_started_on,translation_ended_on,translation_review_user,translation_review_started_on,translation_review_ended_on
5feb40da638e744fa4ca2ac4,spanish,1607599838,305.89,translation,AchutRaj,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2ac5,spanish,1607599839,279.6,translation,sudesh,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2ac6,spanish,1607599841,301.35,translation,sudesh,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2ac7,spanish,1607599843,301.66,translation,sudesh,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2ac8,spanish,1607599844,293.74,translation,sudesh,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2ac9,spanish,1607599846,276.91,translation_review,sudesh,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2aaf,spanish,1607599847,299.22,translation_review,AchutRaj,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2ab0,spanish,1607599848,306.06,translation_review,sudesh,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2ab1,spanish,1607599850,309.43,translation_review,AchutRaj,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2ab2,spanish,1607599851,301.06,completed,sudesh,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12
5feb40da638e744fa4ca2ab3,spanish,1607599853,299.39,translation_review,AchutRaj,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2ab4,spanish,1607599854,303.6,completed,sudesh,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12
5feb40da638e744fa4ca2ab5,spanish,1607599856,291.14,translation_review,AchutRaj,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2ab6,spanish,1607599857,292.54,translation,AchutRaj,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2ab7,spanish,1607599858,308.41,translation_review,AchutRaj,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2ab8,spanish,1607599859,288.53,completed,mireia,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12
5feb40da638e744fa4ca2ab9,spanish,1607599861,306.69,translation,AchutRaj,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2aba,spanish,1607599862,299.98,translation,sudesh,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2abb,spanish,1607599863,300.45,translation_review,sudesh,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2abc,spanish,1607599864,136.28,translation_review,sudesh,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2a60,spanish,1607599866,310.67,translation_review,AchutRaj,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2a61,spanish,1607599867,306.62,translation_review,sudesh,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2a62,spanish,1607599869,303.75,translation_review,AchutRaj,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2a63,spanish,1607599870,281.4,translation_review,sudesh,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2a64,spanish,1607599872,294.95,translation_review,AchutRaj,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2a65,spanish,1607599873,311.39,translation_review,AchutRaj,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2a66,spanish,1607599875,300.55,translation_review,sudesh,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2a67,spanish,1607599877,313.88,translation_review,AchutRaj,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2a68,spanish,1607599878,322.26,translation,sudesh,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2a69,spanish,1607599880,315.33,translation_review,AchutRaj,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2a6a,spanish,1607599881,289.36,translation_review,AchutRaj,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2a6b,spanish,1607599883,291.98,translation_review,sudesh,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2a6c,spanish,1607599884,157.14,translation_review,AchutRaj,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2b5b,spanish,1607599885,329.135,translation_review,sudesh,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2b5c,spanish,1607599887,296.845,translation_review,thinley,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2b5d,spanish,1607599888,308.1,completed,eric,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12
5feb40da638e744fa4ca2b5e,spanish,1607599889,294.18,translation_review,AchutRaj,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2b5f,spanish,1607599891,292.78,translation_review,thinley,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2b60,spanish,1607599892,296.15,translation_review,AchutRaj,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2b61,spanish,1607599894,294.3,translation_review,thinley,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2b62,spanish,1607599896,301.71,translation_review,sudesh,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2b63,spanish,1607599897,301.3,translation_review,sudesh,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2b64,spanish,1607599898,293.08,translation_review,thinley,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2b65,spanish,1607599900,299.19,translation_review,sudesh,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2b66,spanish,1607599901,291.09,translation_review,thinley,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2b67,spanish,1607599903,296.91,translation_review,thinley,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2b68,spanish,1607599904,302.56,translation_review,AchutRaj,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
